Query,Repetition,Device,TotalTime_ms,JIT_ms,Kernel_ms,Transfer_ms,Parse_ms,Other_ms
q11.sql,1,cuda:0,9019.72,0.011144,533.175,8485.71,4.75671,0.826379
q11.sql,2,cuda:0,37.0553,0.007548,36.8247,0.149091,4.02426,0.073968
q11.sql,3,cuda:0,37.0898,0.006744,36.8056,0.191589,3.4719,0.085824
q11.sql,4,cuda:0,37.1096,0.008034,36.8259,0.191445,3.41961,0.084258
q11.sql,5,cuda:0,37.1001,0.005923,36.825,0.19203,3.38661,0.077168
q12.sql,1,cuda:0,8147.15,0.011487,318.188,7827.82,4.13193,1.12565
q12.sql,2,cuda:0,31.7777,0.009772,31.2127,0.465225,4.2964,0.09008
q12.sql,3,cuda:0,31.8375,0.009326,31.2915,0.451036,3.72885,0.085572
q12.sql,4,cuda:0,31.8459,0.008611,31.2295,0.521326,3.5358,0.08647
q12.sql,5,cuda:0,31.8521,0.009767,31.2477,0.505409,3.72629,0.089276
q13.sql,1,cuda:0,7087.15,0.010097,29.0507,7056.96,4.07632,1.12491
q13.sql,2,cuda:0,31.1562,0.011316,30.8347,0.222179,4.50872,0.087983
q13.sql,3,cuda:0,31.116,0.007693,30.8439,0.191405,3.79187,0.073035
q13.sql,4,cuda:0,31.1149,0.007209,30.8366,0.197978,3.42504,0.0731
q13.sql,5,cuda:0,31.1025,0.007226,30.8199,0.192048,3.50292,0.083355
q21.sql,1,cuda:0,8597.63,0.00975,720.349,6831.87,15.4565,1045.41
q21.sql,2,cuda:0,95.0184,0.004897,92.287,0.37612,15.6538,2.35039
q21.sql,3,cuda:0,95.0926,0.004613,92.366,0.372947,15.2584,2.34905
q21.sql,4,cuda:0,95.0536,0.004673,92.3282,0.385933,15.2116,2.33482
q21.sql,5,cuda:0,94.9587,0.004234,92.2582,0.359815,14.6953,2.3364
q22.sql,1,cuda:0,8011.32,0.01001,227.934,6836.27,16.4496,947.11
q22.sql,2,cuda:0,34.36,0.007132,33.827,0.388519,16.3384,0.13734
q22.sql,3,cuda:0,34.3464,0.00563,33.8921,0.325719,21.5716,0.122985
q22.sql,4,cuda:0,34.3435,0.006487,33.8622,0.350601,15.4133,0.124246
q22.sql,5,cuda:0,34.5086,0.005175,33.8635,0.442827,15.2206,0.197099
q23.sql,1,cuda:0,8526.86,0.009882,584.974,6891.84,23.5435,1050.03
q23.sql,2,cuda:0,34.8771,0.006421,34.3732,0.362493,22.3955,0.135039
q23.sql,3,cuda:0,34.9447,0.005291,34.2875,0.414071,22.2344,0.237906
q23.sql,4,cuda:0,34.6972,0.006226,34.1779,0.388381,21.9303,0.12467
q23.sql,5,cuda:0,34.5951,0.004623,34.0272,0.450453,22.0739,0.112769
q31.sql,1,cuda:0,8520.08,0.010238,410.388,6879.01,18.1796,1230.68
q31.sql,2,cuda:0,46.5269,0.008762,45.6552,0.617641,12.6213,0.245249
q31.sql,3,cuda:0,46.0367,0.008492,45.3465,0.509303,11.3712,0.172405
q31.sql,4,cuda:0,46.4936,0.011138,45.7819,0.485345,11.1029,0.21523
q31.sql,5,cuda:0,45.9602,0.00779,45.2879,0.50591,11.9266,0.158595
q32.sql,1,cuda:0,8781.82,0.01174,12.5292,7562.24,12.6084,1207.04
q32.sql,2,cuda:0,35.7003,0.006157,35.1357,0.415951,13.3111,0.142492
q32.sql,3,cuda:0,35.7849,0.005582,34.9681,0.68975,12.0858,0.121437
q32.sql,4,cuda:0,36.1769,0.008489,35.2788,0.712537,11.9805,0.177098
q32.sql,5,cuda:0,35.5761,0.004695,35.0631,0.393513,11.8253,0.114867
q33.sql,1,cuda:0,7968.34,0.015491,8.7492,6746.67,13.2996,1212.91
q33.sql,2,cuda:0,32.1785,0.009249,31.5821,0.455858,13.1073,0.131304
q33.sql,3,cuda:0,32.2801,0.025005,31.5715,0.477462,12.0074,0.206194
q33.sql,4,cuda:0,32.1097,0.006851,31.5832,0.400202,13.8778,0.119482
q33.sql,5,cuda:0,32.0983,0.007303,31.5913,0.38577,12.3155,0.113886
q34.sql,1,cuda:0,8226.49,0.012461,11.8129,6999.65,13.1032,1215.01
