Query,Total_ms,Kernel_ms,Parse_ms
q11,0.5650009999999999,0.0,0.5650009999999999
q21,1.0886040000000001,0.0,1.0886040000000001
q31,1.02692,0.0,1.02692
q41,1.329259,0.0,1.329259
